type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL
photo	post_page_124025261904	124025261904_10155201281661905	https://www.facebook.com/124025261904/posts/10155201281661905	"The #GlobalGoals were adopted in September 2015.  It s time we look at what it will really take to achieve the 2030 Agenda and turn #PromisesToAction.  Join us online at the launch of our global monitoring report--you don t want to miss this! http://unwo.men/rY3330inX5I"	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/27749827_10155201281261905_5952740679544417166_n.png?oh=66b4b86d25210e5ea7890607797c17ea&oe=5B1457C9	https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/27908051_10155201281261905_5952740679544417166_o.png?oh=edaa93d88ce0effe7b7eabb0050e82fe&oe=5AFF8BD3	https://www.facebook.com/unwomen/photos/a.10150211048801905.306630.124025261904/10155201281261905/?type=3	facebook.com	2018-02-14T01:00:00+0000	1518570000	"2018-02-14 02:00:00"	143	5	151	46	202	4	4	0	1	0	0	0	0	0	0	0	0
video	post_page_124025261904	124025261904_10155200568691905	https://www.facebook.com/124025261904/posts/10155200568691905	"Sport knows no gender  nationality  or age. Anyone can play together. Watch how these Syrian refugee girls are making friends with their new Jordanian neighbours at a UN Women supported football camp. #PyeongChang2018 #womeninsport"	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/27854758_295280270998110_7312159702358425600_n.jpg?oh=5eaf55b0b785456cf9aac53ff6021ff2&oe=5B1BFC87	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/27854758_295280270998110_7312159702358425600_n.jpg?oh=e360b7b2a95465b0b18d647766ad995e&oe=5B249D3D	https://www.facebook.com/unwomen/videos/10155200568691905/	facebook.com	2018-02-13T22:00:00+0000	1518559200	"2018-02-13 23:00:00"	68	5	76	20	101	5	5	0	0	0	0	0	0	0	0	0	0
video	post_page_124025261904	124025261904_10155200609321905	https://www.facebook.com/124025261904/posts/10155200609321905	"Speaking Up is an audio series dedicated to documenting the voices of women worldwide. Hear the story of Rodica and Ion on #WorldRadioDay  where they discuss the importance of accessing services and providing emotional support."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/27408395_10155200614361905_2324322836149174272_n.jpg?oh=40b68182e55db86963edcfc3bc5df4ce&oe=5B115ED3	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/27408395_10155200614361905_2324322836149174272_n.jpg?oh=ac515f2e2fe8f07916e02951de227d1d&oe=5B06D521	https://www.facebook.com/unwomen/videos/10155200609321905/	facebook.com	2018-02-13T18:00:00+0000	1518544800	"2018-02-13 19:00:00"	40	1	44	15	60	1	1	0	0	0	0	0	0	0	0	0	0
link	post_page_124025261904	124025261904_10155200374681905	https://www.facebook.com/124025261904/posts/10155200374681905	"It s #WorldRadioDay! Audio enables us to connect with others and spark change for the common good.   Learn about the first radio station to focus on women’s rights in the North Atlantic Coast of Nicaragua: http://unwo.men/HPUt30imlkx"			http://unwo.men/HPUt30imlkx	unwo.men	2018-02-13T15:30:37+0000	1518535837	"2018-02-13 16:30:37"	51	0	54	8	62	0	0	0	0	0	0	0	0	0	0	0	0
photo	post_page_124025261904	124025261904_10155191571501905	https://www.facebook.com/124025261904/posts/10155191571501905	"Micaele Fernandes is a 16-year-old handball player from Rio de Janeiro and a participant in UN Women s ‘One Win Leads to Another’ programme. A partnership with the International Olympic Committee  Women Win and Instituto Bola Pra Frente  the programme helps girls build life skills and confidence through sport. Micaele shares what the programme means to her: http://unwo.men/6AsL30if8lj #PyeongChang2018 #womeninsport #FromWhereIStand"	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/27858148_10155191569166905_7543945570425562621_n.png?oh=f9a664c0448c8493b00b0ecadaeb076b&oe=5B002A4F	https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/27858148_10155191569166905_7543945570425562621_n.png?oh=92ef2d05cfbea39a3801d510d45e3f10&oe=5B173F42	https://www.facebook.com/unwomen/photos/a.10150211048801905.306630.124025261904/10155191569166905/?type=3	facebook.com	2018-02-13T15:00:00+0000	1518534000	"2018-02-13 16:00:00"	79	2	84	1	87	2	2	0	0	0	0	0	0	0	0	0	0
photo	post_page_124025261904	124025261904_10155188866631905	https://www.facebook.com/124025261904/posts/10155188866631905	"UN Women shared UN Women Pacific s post."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/27658067_1537444153030092_651884543928780629_n.jpg?oh=6016fc8f6441800d6e38a9e07d25dd3b&oe=5B1ECF36	https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/27709835_1537444153030092_651884543928780629_o.jpg?oh=52e5e0506f72355241fe2ff46d5ea40d&oe=5B255EF5	https://www.facebook.com/unwomenpacific/photos/a.547304115377439.1073741828.543397385768112/1537444153030092/?type=3	facebook.com	2018-02-13T07:00:00+0000	1518505200	"2018-02-13 08:00:00"	50	3	52	6	61	2	2	0	0	0	0	0	0	0	0	0	0
photo	post_page_124025261904	124025261904_10155197904166905	https://www.facebook.com/124025261904/posts/10155197904166905	"UN Women shared UN Women Pakistan s post."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/27868098_1469597559836065_425894092253615231_n.jpg?oh=9414342d85b56e8cf1fc2a1a2cbdf50e&oe=5B0978AA	https://scontent.xx.fbcdn.net/v/t1.0-9/27868098_1469597559836065_425894092253615231_n.jpg?oh=0c374a96f8b0f55e7c450d4718ce16c7&oe=5B04C037	https://www.facebook.com/unwomenpakistan/photos/a.1023751464420679.1073741828.1016540021808490/1469597559836065/?type=3	facebook.com	2018-02-12T19:45:00+0000	1518464700	"2018-02-12 20:45:00"	80	1	92	12	105	0	0	0	0	0	0	0	0	0	0	0	0
link	post_page_124025261904	124025261904_10155191465661905	https://www.facebook.com/124025261904/posts/10155191465661905	"Are you going to watch Pad Man in theatres now? Learn about #PadMan  Arunachalam Muruganantham who pioneered innovation for women’s menstrual health in India: http://unwo.men/h3hA30iii7u"	https://external.xx.fbcdn.net/safe_image.php?d=AQDQ96YBEtQDLvcn&w=130&h=130&url=http%3A%2F%2Fwww2.unwomen.org%2F-%2Fmedia%2Ffield%2520office%2520beijing%2520plus%2Fimages%2Fstories%2Fb20_champion_heforshe_india_arunachalammuruganantham_credit_300x300%2520jpg.jpg%3Fmw%3D1200%26vs%3D3026&cfs=1&sx=0&sy=0&sw=300&sh=300&_nc_hash=AQA5gM08dYTwm5ol	https://external.xx.fbcdn.net/safe_image.php?d=AQBpidxDgDIi7KsI&url=http%3A%2F%2Fwww2.unwomen.org%2F-%2Fmedia%2Ffield%2520office%2520beijing%2520plus%2Fimages%2Fstories%2Fb20_champion_heforshe_india_arunachalammuruganantham_credit_300x300%2520jpg.jpg%3Fmw%3D1200%26vs%3D3026&_nc_hash=AQCa-_7GcKI0T3u0	http://unwo.men/h3hA30iii7u	unwo.men	2018-02-12T17:00:00+0000	1518454800	"2018-02-12 18:00:00"	81	2	89	16	107	2	2	0	0	0	0	0	0	0	0	0	0
link	post_page_124025261904	124025261904_10155191592176905	https://www.facebook.com/124025261904/posts/10155191592176905	"With #PyeongChang2018 underway  we share the voices of young women inspired by female Olympians  how they’re breaking down gender barriers through sport  and the advice from women who helped pave the way for #womeninsport: http://unwo.men/WXgR30igtPN"	https://external.xx.fbcdn.net/safe_image.php?d=AQDeB46OUm_xXPn9&w=130&h=130&url=http%3A%2F%2Fwww.unwomen.org%2F-%2Fmedia%2Fheadquarters%2Fimages%2Fsections%2Fnews%2Fstories%2F2016%2Fadrielle_dsc_0040_1_675x450.jpg%3Fmw%3D1200%26vs%3D516&cfs=1&sx=140&sy=0&sw=450&sh=450&_nc_hash=AQBgcMXFOlD2TkRm	https://external.xx.fbcdn.net/safe_image.php?d=AQDo6lAGew6s9tcg&url=http%3A%2F%2Fwww.unwomen.org%2F-%2Fmedia%2Fheadquarters%2Fimages%2Fsections%2Fnews%2Fstories%2F2016%2Fadrielle_dsc_0040_1_675x450.jpg%3Fmw%3D1200%26vs%3D516&_nc_hash=AQDVYYaweS8eoeJg	http://unwo.men/WXgR30igtPN	unwo.men	2018-02-12T15:00:01+0000	1518447601	"2018-02-12 16:00:01"	52	0	58	23	81	0	0	0	0	0	0	0	0	0	0	0	0
photo	post_page_124025261904	124025261904_10155191692546905	https://www.facebook.com/124025261904/posts/10155191692546905	"As 11 Feb marked the International Day of Women and Girls in Science  we showcased some groundbreaking #WomenInScience who continue to inspire generations of trailblazers. Take a look!"	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/27657640_10155191688486905_7731287791293954435_n.png?oh=b1d9a3669e5a8399ae2204edfb036e9d&oe=5B0E27A9	https://scontent.xx.fbcdn.net/v/t1.0-9/27657640_10155191688486905_7731287791293954435_n.png?oh=40955a1067db74c1dde42d92af3dd97e&oe=5B23EC4F	https://www.facebook.com/unwomen/photos/a.10150211048801905.306630.124025261904/10155191688486905/?type=3	facebook.com	2018-02-12T13:00:00+0000	1518440400	"2018-02-12 14:00:00"	459	7	525	258	790	6	6	0	3	0	0	0	0	0	0	0	0
photo	post_page_124025261904	124025261904_10155188859421905	https://www.facebook.com/124025261904/posts/10155188859421905	"UN Women shared UN Women India s post."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/27750336_1951090024918982_6789723516711723750_n.png?oh=f87147423b4488241503f71f05c22b6c&oe=5B109849	https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/27628977_1951090024918982_6789723516711723750_o.png?oh=7224da8d387d5f39d31ff86e5993e775&oe=5B1CF27B	https://www.facebook.com/unwomenindia/photos/a.541584305869568.133296.534225979938734/1951090024918982/?type=3	facebook.com	2018-02-12T07:00:00+0000	1518418800	"2018-02-12 08:00:00"	100	7	107	10	124	7	7	0	0	0	0	0	0	0	0	0	0
link	post_page_124025261904	124025261904_10155191785021905	https://www.facebook.com/124025261904/posts/10155191785021905	"Supporting #WomenInScience means taking action for the #GlobalGoals and a future that benefits women as equally as men. #TimeIsNow to smash the gender bias in STEM fields! http://unwo.men/iFcL30igBPR"	https://external.xx.fbcdn.net/safe_image.php?d=AQBCjtuKZbOzIwA-&w=130&h=130&url=http%3A%2F%2Fwww.unwomen.org%2F-%2Fmedia%2Fheadquarters%2Fimages%2Fsections%2Fnews%2Fin%2520focus%2Fwomen%2520and%2520girls%2520in%2520science%2Fciat_microscope01_960pxwide.jpg%3Fmw%3D1200%26vs%3D1205&cfs=1&sx=467&sy=0&sw=450&sh=450&_nc_hash=AQBOSnw7ioiXb4gI	https://external.xx.fbcdn.net/safe_image.php?d=AQCQbcSBzq9so1PZ&url=http%3A%2F%2Fwww.unwomen.org%2F-%2Fmedia%2Fheadquarters%2Fimages%2Fsections%2Fnews%2Fin%2520focus%2Fwomen%2520and%2520girls%2520in%2520science%2Fciat_microscope01_960pxwide.jpg%3Fmw%3D1200%26vs%3D1205&_nc_hash=AQBm_EdIUNHSud1f	http://unwo.men/iFcL30igBPR	unwo.men	2018-02-12T01:00:00+0000	1518397200	"2018-02-12 02:00:00"	435	8	493	195	696	7	7	0	3	0	0	0	0	0	0	0	0
photo	post_page_124025261904	124025261904_10155191780166905	https://www.facebook.com/124025261904/posts/10155191780166905	"Don’t assume that you’re bad in STEM fields  give science a chance. We need more #WomenInScience! http://unwo.men/iFcL30igBPR"	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/27545519_10155191779676905_24487633495306638_n.png?oh=5cd483cdd709e62e0dd1eb7a849448b8&oe=5B078866	https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/27545519_10155191779676905_24487633495306638_n.png?oh=42da6a68cdb60736ca7579cf9fa1f6cb&oe=5B232799	https://www.facebook.com/unwomen/photos/a.10150211048801905.306630.124025261904/10155191779676905/?type=3	facebook.com	2018-02-11T17:30:00+0000	1518370200	"2018-02-11 18:30:00"	295	8	343	115	466	7	6	1	3	0	0	0	0	0	0	0	0
photo	post_page_124025261904	124025261904_10155191774336905	https://www.facebook.com/124025261904/posts/10155191774336905	"Long-standing biases and gender stereotypes steer girls and women away from STEM fields. Take a stand with #WomenInScience  the greatest untapped resource for achieving the #GlobalGoals! http://unwo.men/iFcL30igBPR"	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/27657806_10155191773866905_8680412127705502340_n.png?oh=46b9570a2ce43975ec6f4de9548e528f&oe=5B0337E8	https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/27657806_10155191773866905_8680412127705502340_n.png?oh=0f4f8844d083ceb40cafd3c322c322d7&oe=5B0275E5	https://www.facebook.com/unwomen/photos/a.10150211048801905.306630.124025261904/10155191773866905/?type=3	facebook.com	2018-02-11T13:00:00+0000	1518354000	"2018-02-11 14:00:00"	568	12	651	231	894	11	8	3	16	0	0	0	0	0	0	0	0
photo	post_page_124025261904	124025261904_10155191425051905	https://www.facebook.com/124025261904/posts/10155191425051905	"It’s International Day of Women and Girls in Science!  Reject the stereotypes that hold women back  because the world needs science  and science needs women. http://unwo.men/iFcL30igBPR"	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/27545192_10155191424151905_8338710381543592563_n.png?oh=cefa986d9ae5545f3d47f7761fbc7b1e&oe=5B15A989	https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/27747607_10155191424151905_8338710381543592563_o.png?oh=c8a0a0d802ebb592dab45aeffbcada6e&oe=5B12EB05	https://www.facebook.com/unwomen/photos/a.10150211048801905.306630.124025261904/10155191424151905/?type=3	facebook.com	2018-02-11T07:00:00+0000	1518332400	"2018-02-11 08:00:00"	550	18	638	286	942	18	14	4	14	0	0	0	0	0	0	0	0
photo	post_page_124025261904	124025261904_10155191670196905	https://www.facebook.com/124025261904/posts/10155191670196905	"Our future will be marked by scientific and technological progress  just like our past. Future progress will be the greatest when it draws on the full talent  creativity  and ideas of women and girls in science.  Our joint statement with UNESCO: http://unwo.men/cnWt30ihXMS"	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/27656960_10155191669521905_8586421689904274389_n.jpg?oh=8f8d91d9fa93e241e8ded1a30b534241&oe=5B4E017B	https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/27912494_10155191669521905_8586421689904274389_o.jpg?oh=2849e345265226a3cf22c9797bb0d63e&oe=5B11F64F	https://www.facebook.com/unwomen/photos/a.10150211048801905.306630.124025261904/10155191669521905/?type=3	facebook.com	2018-02-11T03:00:00+0000	1518318000	"2018-02-11 04:00:00"	260	5	292	120	417	5	5	0	5	0	0	0	0	0	0	0	0
photo	post_page_124025261904	124025261904_10155191458351905	https://www.facebook.com/124025261904/posts/10155191458351905	"STEM fields = Women’s fields   On Sunday s Int l Day of Women and Girls in Science and every day  act against gender bias to bring benefits of equality to ALL. http://unwo.men/iFcL30igBPR"	https://scontent.xx.fbcdn.net/v/t1.0-0/q85/p130x130/27857776_10155191457836905_2645074925265357944_n.jpg?oh=aed280411188dc51a55befb530d1a0b2&oe=5B22A08C	https://scontent.xx.fbcdn.net/v/t1.0-9/q85/p720x720/27857776_10155191457836905_2645074925265357944_n.jpg?oh=f2259e132e721eb839f4e3d02cf7620f&oe=5B23C860	https://www.facebook.com/unwomen/photos/a.10150211048801905.306630.124025261904/10155191457836905/?type=3	facebook.com	2018-02-10T23:06:00+0000	1518303960	"2018-02-11 00:06:00"	387	6	433	191	630	5	5	0	6	0	0	0	0	0	0	0	0
photo	post_page_124025261904	124025261904_10155191574101905	https://www.facebook.com/124025261904/posts/10155191574101905	"Stela Savin dreams of becoming a world boxing champion. Her pursuit of sport has shaped her life and ensured that she won’t have to marry early or leave school before she’s ready. http://unwo.men/hKEs30igI1t  #PyeongChang2018 #womeninsport"	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/27858424_10155191573611905_5520063200750845372_n.png?oh=b5162a1c3882f26857c1006e6eaeaf3c&oe=5B175F27	https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/27747593_10155191573611905_5520063200750845372_o.png?oh=917c1ea9d4f3730a485ef2f30c90abe5&oe=5B1E61AD	https://www.facebook.com/unwomen/photos/a.10150211048801905.306630.124025261904/10155191573611905/?type=3	facebook.com	2018-02-10T21:00:01+0000	1518296401	"2018-02-10 22:00:01"	72	2	77	10	89	2	2	0	3	0	0	0	0	0	0	0	0
photo	post_page_124025261904	124025261904_10155188852361905	https://www.facebook.com/124025261904/posts/10155188852361905	"Advocacy in Action!"	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/27858711_432077350542356_2302999657721795001_n.jpg?oh=d22c6ca0464c01fc4346d7ce72d9493d&oe=5B0F2771	https://scontent.xx.fbcdn.net/v/t31.0-8/q81/s720x720/27625433_432077350542356_2302999657721795001_o.jpg?oh=d05bb50d48e791f11dc37a448ed91a5f&oe=5B12A639	https://www.facebook.com/unwomenukraine/photos/a.334650200285072.1073741828.326819511068141/432077350542356/?type=3	facebook.com	2018-02-10T07:00:00+0000	1518246000	"2018-02-10 08:00:00"	96	7	107	7	121	6	6	0	1	0	0	0	0	0	0	0	0
video	post_page_124025261904	124025261904_10155191266136905	https://www.facebook.com/124025261904/posts/10155191266136905	"We are excited to collaborate with Pad Man in telling the story of a man who defied #menstrualhygiene taboos and helped his community. Check out this behind-the-scenes look at #PadMan starring Akshay Kumar  Sonam Kapoor  and Radhika Apte  produced by Twinkle Khanna."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/27259838_10155191275266905_3517479280852336640_n.jpg?oh=e4ecefe1808610a551d97e8c69e98a9e&oe=5B17C097	https://scontent.xx.fbcdn.net/v/t15.0-10/p180x540/27259838_10155191275266905_3517479280852336640_n.jpg?oh=fd6d15192d2fffc67ced33a2b9d08d81&oe=5B0026E3	https://www.facebook.com/unwomen/videos/10155191266136905/	facebook.com	2018-02-09T23:00:00+0000	1518217200	"2018-02-10 00:00:00"	619	24	696	261	981	23	20	3	6	0	0	0	0	0	0	0	0
photo	post_page_124025261904	124025261904_10155191415951905	https://www.facebook.com/124025261904/posts/10155191415951905	"Adrielle  12  dreams of becoming an Olympic rhythmic gymnast. She trains ballet  gymnastics and Pilates at a centre where she also attends a programme to learn basic financial literacy and life skills. This is ‘One Win Leads to Another’  a programme by UN Women  the International Olympic Committee  Women Win and Instituto Bola Pra Frente: http://unwo.men/ZQKA30if8Cw #PyeongChang2018 #womeninsport"	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/27751555_10155191412001905_199158753220146627_n.png?oh=cd3ee66e2a5120634db68e9334cb3f42&oe=5B03D2A9	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/27751555_10155191412001905_199158753220146627_n.png?oh=d6280a9d8378b3688359eab776e51c03&oe=5B19F7BC	https://www.facebook.com/unwomen/photos/a.10150211048801905.306630.124025261904/10155191412001905/?type=3	facebook.com	2018-02-09T20:00:00+0000	1518206400	"2018-02-09 21:00:00"	172	2	188	20	210	2	2	0	0	0	0	0	0	0	0	0	0
photo	post_page_124025261904	124025261904_10155189428526905	https://www.facebook.com/124025261904/posts/10155189428526905	"It isn’t just superheroes who change the world! Meet #PadMan – a real life hero who was crazy enough to break a taboo and improve menstrual hygiene for hundreds of rural women across India! Watch the trailer for the Pad Man in cinemas February 9  2018: http://bit.ly/2AKJ8IY"	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/27750190_10155189428101905_1946654600078627896_n.jpg?oh=824966cb42e2ae335bb7d7f9d1fac858&oe=5B14C130	https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/27747641_10155189428101905_1946654600078627896_o.jpg?oh=a77fa2eca1515d42790ef1edae3d316f&oe=5B1B435E	https://www.facebook.com/unwomen/photos/a.10150211048801905.306630.124025261904/10155189428101905/?type=3	facebook.com	2018-02-09T17:00:00+0000	1518195600	"2018-02-09 18:00:00"	467	20	531	76	627	20	15	5	9	0	0	0	0	0	0	0	0
link	post_page_124025261904	124025261904_10155189317866905	https://www.facebook.com/124025261904/posts/10155189317866905	"The 2018 Winter Olympics begin today!   At the 1900 Olympic Games in Paris  22 women out of 997 athletes competed for the first time. The London 2012 Olympics were the first Games to see women compete in every sport. How will women dominate in #PyeongChang2018? Learn more about #womeninsport: http://unwo.men/WXgR30igtPN"	https://external.xx.fbcdn.net/safe_image.php?d=AQDeB46OUm_xXPn9&w=130&h=130&url=http%3A%2F%2Fwww.unwomen.org%2F-%2Fmedia%2Fheadquarters%2Fimages%2Fsections%2Fnews%2Fstories%2F2016%2Fadrielle_dsc_0040_1_675x450.jpg%3Fmw%3D1200%26vs%3D516&cfs=1&sx=140&sy=0&sw=450&sh=450&_nc_hash=AQBgcMXFOlD2TkRm	https://external.xx.fbcdn.net/safe_image.php?d=AQDo6lAGew6s9tcg&url=http%3A%2F%2Fwww.unwomen.org%2F-%2Fmedia%2Fheadquarters%2Fimages%2Fsections%2Fnews%2Fstories%2F2016%2Fadrielle_dsc_0040_1_675x450.jpg%3Fmw%3D1200%26vs%3D516&_nc_hash=AQDVYYaweS8eoeJg	http://unwo.men/WXgR30igtPN	unwo.men	2018-02-09T13:00:01+0000	1518181201	"2018-02-09 14:00:01"	47	0	51	8	59	0	0	0	0	0	0	0	0	0	0	0	0
photo	post_page_124025261904	124025261904_10155188846061905	https://www.facebook.com/124025261904/posts/10155188846061905	"UN Women shared UN Women Asia and the Pacific s post."	https://scontent.xx.fbcdn.net/v/t1.0-0/q81/s130x130/27750155_931921380302214_4034170968586290941_n.jpg?oh=0b51008f3a17d4563616d7addca95400&oe=5B4E0B2F	https://scontent.xx.fbcdn.net/v/t1.0-9/27750155_931921380302214_4034170968586290941_n.jpg?oh=52119912cab3ffc253c69d254ffc9976&oe=5B17EC0C	https://www.facebook.com/unwomenasia/photos/a.125861380908222.24093.124151414412552/931921380302214/?type=3	facebook.com	2018-02-09T07:00:00+0000	1518159600	"2018-02-09 08:00:00"	65	0	68	7	75	0	0	0	0	0	0	0	0	0	0	0	0
photo	post_page_124025261904	124025261904_10155189260216905	https://www.facebook.com/124025261904/posts/10155189260216905	"Ana Beatriz is one of hundreds of girls aged 10-18 who participate in the “One Win Leads to Another” programme in Brazil. A partnership between UN Women  the International Olympic Committee and Women Win  the programme uses sport to help participants learn life skills and self-esteem. http://unwo.men/SdiV30iiePH  #PyeongChang2018 #womeninsport"	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/27654435_10155189258426905_9020460260961062038_n.png?oh=5242c65cf3c13c2b5dae2e0f293eec70&oe=5B0835C5	https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/27629281_10155189258426905_9020460260961062038_o.png?oh=19972f14cd2f5808e575b841b9a2272b&oe=5B1BBFAB	https://www.facebook.com/unwomen/photos/a.10150211048801905.306630.124025261904/10155189258426905/?type=3	facebook.com	2018-02-09T01:00:00+0000	1518138000	"2018-02-09 02:00:00"	86	5	95	10	110	3	3	0	1	0	0	0	0	0	0	0	0
link	post_page_124025261904	124025261904_10155189111676905	https://www.facebook.com/124025261904/posts/10155189111676905	"As athletes from 93 nations fly to PyeongChang  South Korea  to compete in the 2018 Winter Olympics  women are set to dominate like never before. Learn how we re supporting #womeninsport: http://unwo.men/WXgR30igtPN #PyeongChang2018"	https://external.xx.fbcdn.net/safe_image.php?d=AQDeB46OUm_xXPn9&w=130&h=130&url=http%3A%2F%2Fwww.unwomen.org%2F-%2Fmedia%2Fheadquarters%2Fimages%2Fsections%2Fnews%2Fstories%2F2016%2Fadrielle_dsc_0040_1_675x450.jpg%3Fmw%3D1200%26vs%3D516&cfs=1&sx=140&sy=0&sw=450&sh=450&_nc_hash=AQBgcMXFOlD2TkRm	https://external.xx.fbcdn.net/safe_image.php?d=AQDo6lAGew6s9tcg&url=http%3A%2F%2Fwww.unwomen.org%2F-%2Fmedia%2Fheadquarters%2Fimages%2Fsections%2Fnews%2Fstories%2F2016%2Fadrielle_dsc_0040_1_675x450.jpg%3Fmw%3D1200%26vs%3D516&_nc_hash=AQDVYYaweS8eoeJg	http://unwo.men/WXgR30igtPN	unwo.men	2018-02-08T22:00:01+0000	1518127201	"2018-02-08 23:00:01"	59	0	65	12	77	0	0	0	0	0	0	0	0	0	0	0	0
photo	post_page_124025261904	124025261904_10155185785546905	https://www.facebook.com/124025261904/posts/10155185785546905	"While Turkey hosts most of the Syrian refugees  services to meet their needs are gender-blind. Meet the woman and her organization Kadın Dayanışma Vakfı  working for change to ensure Syrian women refugees can have a life of dignity: http://unwo.men/rmxb30ife7w"	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/27540106_10155185784291905_5194832631612321682_n.png?oh=fe4f93636e7849315b329fee225607f1&oe=5B0BE979	https://scontent.xx.fbcdn.net/v/t1.0-9/27540106_10155185784291905_5194832631612321682_n.png?oh=1e84fb0cda14b28e88a5a8a51d991e19&oe=5B17B59F	https://www.facebook.com/unwomen/photos/a.10150211048801905.306630.124025261904/10155185784291905/?type=3	facebook.com	2018-02-08T18:30:00+0000	1518114600	"2018-02-08 19:30:00"	105	4	114	20	138	2	2	0	1	0	0	0	0	0	0	0	0
video	post_page_124025261904	124025261904_10155186129386905	https://www.facebook.com/124025261904/posts/10155186129386905	"The world needs science  and science needs women.  Join us on Sunday s International Day of Women and Girls in Science and spread the word! #WomenInScience"	https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/27406076_10155186131011905_550656691868270592_n.jpg?oh=8e2a18dd9ded9e708f89997bfd3971e7&oe=5B070A74	https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/27406076_10155186131011905_550656691868270592_n.jpg?oh=d936d43725ee097e94caf903f78f9ec0&oe=5B026A56	https://www.facebook.com/unwomen/videos/10155186129386905/	facebook.com	2018-02-08T13:00:00+0000	1518094800	"2018-02-08 14:00:00"	828	27	961	892	1880	26	22	4	8	0	0	0	0	0	0	0	0
photo	post_page_124025261904	124025261904_10155181124296905	https://www.facebook.com/124025261904/posts/10155181124296905	"UN Women shared UN Women Europe and Central Asia s post."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/27331614_1903508633204870_5833823343280408003_n.jpg?oh=4bdd5ef666b68f515b359bff8c434f29&oe=5B0277AF	https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/27624632_1903508633204870_5833823343280408003_o.jpg?oh=039b0fe96b888968f6d4691b29a8128d&oe=5B08A2F8	https://www.facebook.com/unwomeneuropecentralasia/photos/a.1398703910352014.1073741828.1398451040377301/1903508633204870/?type=3	facebook.com	2018-02-08T07:00:00+0000	1518073200	"2018-02-08 08:00:00"	79	2	84	11	97	2	2	0	2	0	0	0	0	0	0	0	0
